comparison	relatedness	1:max_ibd	2:max_ibd	3:max_ibd	4:max_ibd	5:max_ibd	6:max_ibd	7:max_ibd	8:max_ibd	9:max_ibd	10:max_ibd	11:max_ibd	12:max_ibd	13:max_ibd	14:max_ibd	1:n_ibd	2:n_ibd	3:n_ibd	4:n_ibd	5:n_ibd	6:n_ibd	7:n_ibd	8:n_ibd	9:n_ibd	10:n_ibd	11:n_ibd	12:n_ibd	13:n_ibd	14:n_ibd
HI0089.F1:HI0119.F2	0.526	1	1	0	1	1	1	1	1	0	0	1	1	3	2	0.277	0.764	0.0	0.442	1.0	1.0	0.478	0.908	0.0	0.0	0.418	0.506	0.389	0.269
HI0089.F1:HI0122.F2	0.499	1	1	0	1	1	1	1	2	0	1	1	3	2	1	1.0	0.764	0.0	0.733	1.0	0.509	0.478	0.4	0.0	0.458	0.418	0.226	0.477	0.444
HI0089.F1:HI0124.F2	0.425	1	3	1	1	0	2	3	2	1	0	2	0	3	1	1.0	0.344	0.069	0.248	0.0	0.284	0.284	0.451	0.135	0.0	0.418	0.0	0.486	0.608
HI0089.F1:HI0125.F2	0.511	1	2	0	2	1	1	1	1	1	0	2	1	2	3	1.0	0.358	0.0	0.442	1.0	0.642	0.478	0.908	0.087	0.0	0.109	0.506	0.477	0.329
HI0089.F1:HI0126.F2	0.541	1	2	0	1	1	1	1	2	1	1	3	1	3	2	1.0	0.236	0.0	0.257	0.082	1.0	0.301	0.601	0.306	1.0	0.418	0.101	0.408	0.542
HI0089.F1:HI0127.F2	0.572	1	1	1	2	1	0	2	4	1	0	2	1	2	1	1.0	0.099	0.731	0.442	0.82	0.0	0.478	0.279	1.0	0.0	0.577	0.506	0.39	0.578
HI0089.F1:HI0129.F2	0.431	1	1	0	1	1	1	1	1	1	1	1	2	3	0	1.0	0.764	0.0	0.442	1.0	0.176	0.478	0.908	0.36	0.344	0.418	0.494	0.179	0.0
HI0089.F1:HI0130.F2	0.457	1	1	1	1	1	1	1	2	0	0	2	1	2	3	0.657	0.233	0.134	0.442	1.0	0.778	0.478	0.32	0.0	0.0	0.418	0.506	0.477	0.318
HI0089.F1:HI0131.F2	0.491	0	1	1	2	1	2	1	2	2	2	2	0	2	1	0.0	0.236	0.388	0.558	0.767	0.229	0.478	0.28	0.213	0.601	0.418	0.0	0.152	1.0
HI0089.F1:HI0132.F2	0.422	0	1	0	1	1	1	1	1	1	1	1	1	2	2	0.0	0.764	0.0	0.442	1.0	1.0	0.478	0.482	0.162	0.206	0.418	0.062	0.477	0.169
HI0089.F1:HI0134.F2	0.546	1	2	1	1	1	1	1	2	1	0	1	1	3	2	1.0	0.238	0.603	0.291	1.0	1.0	0.478	0.29	0.362	0.0	0.418	0.506	0.389	0.315
HI0089.F1:HI0136.F2	0.527	2	1	0	1	1	2	2	1	2	0	2	2	3	1	0.691	0.764	0.0	0.442	0.932	0.636	0.478	0.293	0.468	0.0	0.5	0.208	0.26	0.422
HI0089.F1:HI0138.F2	0.461	1	1	1	1	1	2	1	2	1	0	1	1	2	1	1.0	0.764	0.9	0.442	1.0	0.575	0.478	0.352	0.162	0.0	0.147	0.506	0.477	0.177
HI0089.F1:HI0139.F2	0.502	1	2	1	2	1	2	1	2	1	0	2	1	2	1	1.0	0.253	0.261	0.558	1.0	0.657	0.733	0.191	0.238	0.0	0.418	0.203	0.477	0.476
HI0089.F1:HI0140.F2	0.363	1	1	0	1	1	1	1	2	1	0	2	1	2	2	0.833	0.236	0.0	0.076	1.0	1.0	0.478	0.331	0.15	0.0	0.418	0.177	0.19	0.167
HI0089.F1:HI0142.F2	0.434	2	1	0	2	1	1	1	1	0	1	2	1	3	1	0.634	0.08	0.0	0.558	1.0	1.0	0.478	0.096	0.0	0.095	0.481	0.506	0.265	0.138
HI0089.F1:HI0143.F2	0.406	1	1	0	1	1	2	1	2	1	0	1	1	2	1	1.0	0.236	0.0	0.14	1.0	0.3	0.088	0.128	1.0	0.0	0.418	0.506	0.477	0.275
HI0089.F1:HI0144.F2	0.505	1	1	1	1	1	1	1	3	1	0	1	1	2	1	1.0	0.236	0.208	0.302	1.0	1.0	0.478	0.524	0.393	0.0	0.418	0.506	0.477	0.407
HI0089.F1:HI0145.F2	0.461	0	1	1	2	1	1	1	1	0	2	1	2	3	1	0.0	0.764	0.38	0.373	1.0	0.851	0.478	0.096	0.0	0.42	0.418	0.163	0.258	0.447
HI0089.F1:HI0146.F2	0.39	1	2	1	1	2	2	1	2	0	0	1	2	1	1	1.0	0.358	0.326	0.442	0.785	0.149	0.478	0.175	0.0	0.0	0.418	0.282	0.477	0.422
HI0089.F1:HI0147.F2	0.388	1	1	0	1	1	1	1	2	0	1	2	1	2	3	1.0	0.764	0.0	0.442	0.469	0.757	0.478	0.096	0.0	0.247	0.296	0.142	0.295	0.17
HI0089.F1:HI0148.F2	0.44	1	1	0	1	1	1	2	1	1	2	1	2	3	1	0.817	0.236	0.0	0.442	0.572	0.533	0.231	0.096	0.609	0.557	0.066	0.416	0.202	0.608
HI0089.F1:HI0150.F2	0.517	1	1	0	1	1	1	3	1	1	1	2	2	2	1	1.0	0.226	0.0	0.442	0.813	0.88	0.478	0.904	0.619	0.196	0.321	0.506	0.477	0.205
HI0089.F1:HI0151.F2	0.459	2	2	0	1	1	1	2	1	0	1	1	1	2	1	0.529	0.236	0.0	0.442	1.0	0.739	0.478	0.096	0.0	0.84	0.418	0.506	0.367	0.144
HI0089.F1:HI0154.F2	0.478	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1.0	0.192	0.0	0.442	1.0	0.35	0.478	0.555	0.787	0.322	0.418	0.506	0.377	0.233
HI0089.F1:HI0156.F2	0.465	1	1	1	1	2	2	2	2	3	0	3	2	3	2	0.54	0.764	0.448	0.442	0.298	0.217	0.347	0.728	0.32	0.0	0.167	0.317	0.123	0.428
HI0089.F1:HI0159.F2	0.616	1	1	0	2	1	1	2	3	1	1	1	1	2	2	0.529	0.764	0.0	0.442	1.0	1.0	0.478	0.096	1.0	0.149	0.84	0.506	0.547	0.321
HI0089.F1:HI0160.F2	0.48	1	1	1	1	2	1	1	2	2	1	2	2	2	1	0.611	0.604	0.326	0.442	0.296	0.597	0.478	0.786	0.278	0.38	0.418	0.212	0.477	0.258
HI0089.F1:HI0162.F2	0.445	1	1	0	2	0	2	2	3	1	1	1	2	2	2	0.634	0.236	0.0	0.442	0.0	0.242	0.267	0.418	0.113	0.473	0.418	0.346	0.477	0.415
HI0089.F1:HI0163.F2	0.588	1	0	0	2	1	1	3	2	1	1	1	2	4	1	1.0	0.0	0.0	0.558	0.692	0.103	0.267	0.096	1.0	0.375	0.281	0.506	0.296	0.918
HI0089.F1:HI0164.F2	0.557	1	1	1	1	1	1	2	3	1	1	2	2	2	2	0.28	0.236	0.403	0.558	0.23	0.245	0.197	0.303	0.393	0.473	0.236	0.506	0.648	0.572
HI0089.F1:HI0165.F2	0.515	1	1	0	1	3	0	3	2	2	1	2	2	2	1	1.0	0.764	0.0	0.442	0.298	0.0	0.267	0.846	0.32	0.227	0.13	0.362	0.263	1.0
HI0089.F1:HI0170.F2	0.367	1	1	1	2	2	2	2	2	1	2	1	1	3	2	1.0	0.236	0.459	0.442	0.316	0.135	0.267	0.415	0.117	0.287	0.308	0.089	0.14	0.162
HI0089.F1:HI0173.F2	0.506	2	0	1	2	2	2	2	1	1	1	2	2	4	1	0.389	0.0	0.515	0.442	0.393	0.242	0.267	0.096	0.09	0.473	0.582	0.346	0.14	1.0
HI0089.F1:HI0174.F2	0.48	1	2	0	1	1	1	2	3	1	1	1	2	2	1	0.823	0.236	0.0	0.442	0.051	0.174	0.267	0.57	0.134	0.717	0.418	0.416	0.434	0.742
HI0089.F1:HI0175.F2	0.564	1	1	1	1	1	2	2	1	1	0	3	3	3	1	0.277	0.236	0.612	0.442	0.079	0.499	0.347	0.908	1.0	0.0	0.386	0.116	0.14	1.0
HI0089.F1:HI0177.F2	0.509	1	1	1	1	1	0	1	1	1	2	3	2	3	1	0.557	0.236	0.124	0.442	1.0	0.0	0.078	0.738	0.855	0.41	0.418	0.37	0.26	0.515
HI0089.F1:HI0183.F2	0.456	1	1	1	2	0	2	1	2	1	1	3	0	1	2	1.0	0.764	0.448	0.558	0.0	0.13	0.745	0.559	0.436	0.216	0.13	0.0	0.288	0.712
HI0089.F1:HI0185.F2	0.409	1	1	1	1	1	0	2	2	2	2	1	2	3	1	0.444	0.572	0.494	0.442	0.127	0.0	0.255	0.096	0.087	0.551	0.418	0.391	0.26	0.326
HI0089.F1:HI0187.F2	0.515	1	1	1	2	1	0	2	2	1	1	2	3	3	1	1.0	0.236	0.195	0.56	0.212	0.0	0.255	0.292	0.454	0.736	0.22	0.233	0.26	0.936
HI0089.F1:HI0188.F2	0.569	1	1	1	1	1	1	3	2	1	0	2	1	2	1	0.409	0.206	0.456	1.0	1.0	0.172	0.255	0.524	0.39	0.0	0.418	0.506	0.477	0.838
HI0089.F1:HI0189.F2	0.465	1	1	0	1	0	1	2	2	0	0	3	2	2	2	0.611	0.236	0.0	0.558	0.0	1.0	0.745	0.439	0.0	0.0	0.303	0.318	0.296	0.356
HI0089.F1:HI0190.F2	0.568	0	2	1	1	2	0	2	2	1	2	2	1	3	2	0.0	0.277	1.0	0.442	0.421	0.0	0.255	0.744	0.19	0.573	0.279	0.494	0.538	0.42
HI0089.F1:HI0194.F2	0.561	1	2	1	2	1	1	1	3	2	1	1	2	3	1	0.747	0.563	0.098	0.363	0.863	1.0	0.301	0.263	0.596	0.642	0.582	0.133	0.306	0.268
HI0089.F1:HI0196.F2	0.414	0	1	0	1	1	1	1	1	0	1	2	0	2	1	0.0	0.528	0.0	0.442	1.0	1.0	0.733	0.096	0.0	0.487	0.418	0.0	0.263	0.334
HI0089.F1:HI0197.F2	0.548	1	2	2	1	1	2	2	1	0	1	1	1	2	1	1.0	0.236	0.432	0.442	1.0	0.243	0.478	0.096	0.0	0.287	0.418	0.051	0.737	1.0
HI0089.F1:HI0198.F2	0.402	1	2	2	1	0	1	2	2	1	1	3	2	3	2	1.0	0.236	0.267	0.442	0.0	0.174	0.301	0.279	0.134	0.546	0.25	0.221	0.26	0.257
HI0089.F1:HI0199.F2	0.491	1	2	1	1	1	2	2	1	1	1	1	1	3	2	0.292	0.236	0.38	0.364	0.175	0.313	0.478	0.096	1.0	0.75	0.418	0.372	0.26	0.469
HI0089.F1:HI0200.F2	0.523	1	1	2	1	1	0	1	2	2	0	3	2	2	3	0.155	0.764	0.403	0.496	1.0	0.0	0.478	0.524	0.36	0.0	0.22	0.217	0.477	0.407
HI0089.F1:HI0203.F2	0.379	1	1	1	1	1	1	2	2	2	0	3	2	2	2	1.0	0.764	0.281	0.062	0.663	0.418	0.244	0.192	0.14	0.0	0.185	0.168	0.477	0.197
HI0089.F1:HI0206.F2	0.586	1	1	1	1	2	1	2	1	1	2	1	2	2	2	0.543	0.236	1.0	0.558	0.098	0.504	0.267	0.908	1.0	0.202	0.582	0.506	0.306	0.627
HI0089.F1:HI0207.F2	0.525	1	1	1	2	1	1	2	3	0	1	1	1	3	3	1.0	0.153	0.35	0.442	0.55	0.827	0.378	0.096	0.0	0.473	0.418	0.506	0.477	0.387
HI0089.F1:HI0208.F2	0.447	1	1	0	1	2	1	1	2	1	1	2	3	2	3	1.0	0.238	0.0	0.442	0.375	1.0	0.327	0.349	0.35	0.129	0.326	0.198	0.477	0.147
HI0089.F1:HI0211.F2	0.606	1	1	1	1	1	1	3	1	1	1	1	1	4	2	1.0	0.764	0.67	0.859	1.0	0.442	0.404	0.238	0.197	0.925	0.265	0.506	0.21	0.622
HI0089.F1:HI0213.F2	0.417	1	1	1	1	1	0	1	2	0	0	1	1	3	1	1.0	0.236	0.206	0.442	0.236	0.0	0.478	0.223	0.0	0.0	0.577	0.343	0.477	0.77
HI0089.F1:HI0215.F2	0.449	1	2	1	2	1	2	3	2	1	1	1	2	2	2	1.0	0.236	0.28	0.442	0.531	0.249	0.267	0.279	0.134	0.281	0.418	0.494	0.26	0.315
HI0089.F1:HI0216.F2	0.537	0	2	1	2	0	1	2	2	1	1	2	3	3	2	0.0	0.236	0.65	0.414	0.0	0.588	0.255	0.133	0.417	0.653	0.6	0.229	0.26	0.552
HI0089.F1:HI0225.F2	0.429	1	2	0	1	0	2	1	3	0	1	1	2	2	1	1.0	0.539	0.0	0.442	0.0	0.467	0.478	0.121	0.0	0.406	0.418	0.506	0.599	0.269
HI0089.F1:HI0227.F2	0.471	0	1	0	1	0	1	1	1	1	1	2	2	2	3	0.0	0.764	0.0	0.442	0.0	1.0	0.619	0.634	0.213	0.653	0.418	0.506	0.477	0.139
HI0089.F1:HI0230.F2	0.454	1	2	2	1	2	1	2	2	0	0	2	2	2	2	1.0	0.339	0.07	0.442	0.801	0.568	0.311	0.25	0.0	0.0	0.468	0.273	0.371	0.174
HI0089.F1:HI0232.F2	0.62	1	2	1	1	1	2	2	2	1	1	3	3	3	1	0.522	0.764	0.811	0.442	0.375	0.349	0.255	0.428	0.216	0.473	0.236	0.411	0.26	1.0
HI0089.F1:HI0239.F2	0.38	1	2	2	1	1	1	1	2	0	1	1	2	2	2	1.0	0.242	0.362	0.442	0.24	0.4	0.733	0.096	0.0	0.149	0.418	0.221	0.477	0.15
HI0089.F1:HI0241.F2	0.563	1	1	0	2	2	0	2	2	1	1	1	1	2	1	1.0	0.764	0.0	0.442	0.285	0.0	0.267	0.61	1.0	0.857	0.17	0.506	0.26	0.899
HI0089.F1:HI0242.F2	0.526	0	2	1	1	1	1	1	2	0	1	2	3	2	1	0.0	0.289	0.079	0.442	0.865	0.873	0.478	0.404	0.0	0.293	0.169	0.317	0.462	0.944
HI0089.F1:HI0246.F2	0.518	1	2	3	1	1	1	1	2	0	1	2	1	2	3	1.0	0.307	0.372	0.082	1.0	0.675	0.32	0.751	0.0	0.625	0.454	0.103	0.477	0.253
HI0089.F1:HI0251.F2	0.431	1	2	1	1	2	1	1	1	1	1	2	1	2	1	0.833	0.55	0.432	0.442	0.559	0.681	0.733	0.283	0.309	0.101	0.418	0.173	0.477	0.075
HI0089.F1:HI0253.F2	0.411	1	1	0	1	2	0	2	2	2	1	1	2	3	2	0.369	0.236	0.0	0.558	0.595	0.0	0.268	0.839	0.348	0.474	0.361	0.27	0.181	0.258
HI0089.F1:HI0254.F2	0.454	1	1	1	1	0	3	1	1	2	0	2	1	3	2	1.0	0.236	0.31	0.445	0.0	0.433	0.733	0.904	0.182	0.0	0.359	0.422	0.224	0.298
HI0089.F1:HI0256.F2	0.421	2	1	1	1	0	1	2	1	1	0	2	1	3	1	0.42	0.236	0.081	0.558	0.0	0.069	0.267	0.81	0.135	0.0	0.418	0.506	0.32	0.671
HI0089.F1:HI0258.F2	0.505	1	2	0	2	1	1	2	2	1	0	2	2	2	2	0.557	0.629	0.0	0.442	1.0	1.0	0.479	0.269	0.119	0.0	0.379	0.506	0.194	0.375
HI0089.F1:HI0259.F2	0.435	2	1	0	1	1	1	1	1	1	2	1	0	3	1	0.318	0.236	0.0	0.442	0.895	1.0	0.478	0.908	0.182	0.142	0.418	0.0	0.473	0.233
HI0089.F1:HI0263.F2	0.414	1	1	1	2	2	0	1	1	0	1	1	2	2	3	1.0	0.764	0.206	0.242	0.551	0.0	0.478	0.096	0.0	0.306	0.418	0.305	0.26	0.245
HI0089.F1:HI0265.F2	0.426	1	1	0	1	1	1	1	1	1	0	2	1	2	1	0.4	0.236	0.0	0.442	1.0	0.73	0.478	0.096	0.319	0.0	0.277	0.506	0.26	0.492
HI0089.F1:HI0266.F2	0.31	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0.788	0.198	0.0	0.442	0.233	0.581	0.478	1.0	0.0	0.0	0.418	0.506	0.14	0.094
HI0089.F1:HI0267.F2	0.504	1	2	0	2	1	2	1	1	2	1	2	2	3	1	1.0	0.35	0.0	0.558	1.0	0.469	0.478	0.444	0.161	0.092	0.469	0.506	0.203	0.415
HI0089.F1:HI0268.F2	0.447	2	1	1	2	0	1	2	1	0	0	2	1	3	1	0.42	0.603	0.081	0.442	0.0	0.433	0.33	0.815	0.0	0.0	0.418	0.506	0.32	0.592
HI0090.F1:HI0091.F1	0.391	1	0	0	2	1	2	2	1	1	3	2	2	1	1	0.611	0.0	0.0	0.554	0.069	0.447	0.454	0.283	0.222	0.144	0.272	0.221	0.159	0.571
HI0090.F1:HI0094.F1	0.488	1	1	1	1	1	1	3	1	3	2	1	2	1	3	0.101	0.399	0.38	0.172	0.068	0.553	0.129	0.532	0.244	0.491	0.587	0.233	1.0	0.21
HI0090.F1:HI0101.F1	0.433	1	2	0	1	1	1	1	1	1	3	1	1	2	1	0.389	0.284	0.0	1.0	0.357	0.235	0.407	0.513	0.222	0.222	0.253	0.149	0.159	1.0
HI0090.F1:HI0103.F1	0.443	1	0	0	0	1	0	1	1	2	1	2	3	1	3	0.611	0.0	0.0	0.0	0.41	0.0	0.595	0.495	0.331	0.143	0.414	0.327	0.574	0.248
HI0090.F1:HI0106.F1	0.521	2	2	1	1	2	1	1	1	1	2	2	2	2	1	0.389	0.299	0.673	0.597	0.59	0.447	0.235	0.132	0.222	0.491	0.334	0.303	0.471	0.784
HI0090.F1:HI0108.F1	0.529	1	1	1	1	2	2	1	1	1	2	2	1	0	1	0.389	0.542	1.0	0.575	0.315	0.553	0.299	1.0	0.224	0.491	0.365	0.363	0.0	0.885
HI0090.F1:HI0112.F1	0.613	2	1	0	1	1	1	1	1	2	2	1	2	2	3	0.463	0.731	0.0	1.0	0.59	0.553	0.115	0.816	0.352	0.144	0.587	0.697	0.551	0.401
HI0090.F1:HI0113.F2	0.574	1	0	1	1	1	2	1	0	2	2	2	2	1	1	0.389	0.0	1.0	0.373	0.41	0.553	0.207	0.0	0.248	0.491	0.253	0.299	1.0	0.786
HI0090.F1:HI0114.F2	0.576	1	1	1	1	3	1	1	1	1	3	3	2	3	1	0.389	1.0	1.0	0.301	0.383	0.205	0.129	0.546	0.471	0.144	0.255	0.549	0.657	0.744
HI0090.F1:HI0116.F2	0.668	1	1	1	1	2	1	1	1	2	3	2	2	1	1	0.389	1.0	1.0	1.0	0.59	0.553	0.238	0.563	0.252	0.371	0.253	0.549	1.0	0.489
HI0090.F1:HI0118.F2	0.648	1	0	1	1	1	2	1	1	1	2	2	3	1	1	0.611	0.0	1.0	1.0	0.41	0.173	0.289	0.376	0.61	0.144	0.587	0.303	1.0	1.0
HI0090.F1:HI0119.F2	0.629	2	0	1	1	1	1	1	1	1	2	1	2	1	3	0.611	0.0	1.0	1.0	0.41	0.553	0.129	1.0	0.778	0.491	0.253	0.549	0.653	0.269
HI0090.F1:HI0122.F2	0.601	1	0	1	2	1	1	1	1	1	2	1	4	1	1	0.389	0.0	1.0	0.442	0.41	1.0	0.129	0.4	0.778	0.399	0.253	0.268	1.0	0.558
HI0090.F1:HI0124.F2	0.601	1	3	2	2	1	1	2	2	2	2	1	1	3	1	0.389	0.14	0.487	0.558	0.59	0.081	0.317	0.451	0.778	0.491	0.306	0.697	0.347	0.494
HI0090.F1:HI0125.F2	0.685	1	1	1	1	1	2	1	1	1	2	2	2	1	3	0.389	0.148	1.0	0.728	0.41	0.331	0.129	1.0	0.865	0.491	0.253	0.549	1.0	0.329
HI0090.F1:HI0126.F2	0.595	1	1	1	1	2	1	2	1	1	2	2	1	2	2	0.389	0.804	1.0	0.301	0.59	0.553	0.133	0.601	0.471	0.145	0.391	0.697	0.672	0.427
HI0090.F1:HI0127.F2	0.498	1	1	1	1	2	1	2	3	1	2	1	2	2	1	0.389	0.665	0.269	0.928	0.41	0.447	0.166	0.279	0.222	0.491	0.423	0.549	0.169	0.463
HI0090.F1:HI0129.F2	0.504	1	0	1	1	1	2	1	1	2	1	1	2	2	1	0.389	0.0	1.0	1.0	0.41	0.447	0.129	1.0	0.64	0.635	0.253	0.149	0.439	0.115
HI0090.F1:HI0130.F2	0.576	0	1	1	1	1	1	1	1	1	2	1	2	1	3	0.0	1.0	0.866	1.0	0.41	0.331	0.129	0.32	0.778	0.491	0.133	0.549	1.0	0.202
HI0090.F1:HI0131.F2	0.564	1	1	1	1	2	2	1	2	2	2	2	1	2	1	0.611	1.0	0.612	0.156	0.41	0.218	0.129	0.372	0.537	0.399	0.253	0.697	0.232	0.885
HI0090.F1:HI0132.F2	0.573	1	0	1	1	1	1	1	1	2	3	1	3	1	2	0.611	0.0	1.0	1.0	0.41	0.553	0.129	0.578	0.778	0.428	0.253	0.446	1.0	0.138
HI0090.F1:HI0134.F2	0.532	1	1	1	1	1	1	1	1	2	2	1	2	2	3	0.389	0.762	0.397	0.267	0.41	0.553	0.129	0.29	0.253	0.491	0.253	0.549	0.653	0.315
HI0090.F1:HI0136.F2	0.486	2	0	1	1	2	2	1	1	2	2	2	2	1	2	0.389	0.0	1.0	1.0	0.41	0.189	0.082	0.388	0.222	0.491	0.251	0.549	0.32	0.422
HI0090.F1:HI0138.F2	0.55	1	0	1	1	1	1	1	2	2	2	2	2	2	1	0.389	0.0	0.1	1.0	0.41	0.735	0.129	0.448	0.778	0.491	0.272	0.549	0.866	0.063
HI0090.F1:HI0139.F2	0.575	1	2	2	1	1	2	2	1	1	2	2	1	1	2	0.389	0.313	0.663	0.382	0.41	0.211	0.221	0.189	1.0	0.491	0.253	0.549	1.0	0.476
HI0090.F1:HI0140.F2	0.526	2	1	1	1	1	1	1	1	2	2	2	1	1	2	0.389	1.0	1.0	0.482	0.41	0.553	0.129	0.331	0.778	0.491	0.253	0.549	0.45	0.307
HI0090.F1:HI0142.F2	0.513	1	2	1	1	1	1	1	0	1	3	2	2	2	2	0.188	0.458	1.0	0.13	0.41	0.553	0.129	0.0	0.778	0.345	0.334	0.549	0.528	0.138
HI0090.F1:HI0143.F2	0.535	1	1	1	1	1	2	2	1	1	2	1	2	1	1	0.389	1.0	1.0	0.418	0.41	0.147	0.36	0.128	0.222	0.491	0.253	0.549	0.92	0.353
HI0090.F1:HI0144.F2	0.558	1	1	2	1	1	1	1	2	2	2	1	2	1	1	0.389	1.0	0.597	0.256	0.41	0.553	0.129	0.524	0.247	0.491	0.253	0.549	1.0	0.292
HI0090.F1:HI0145.F2	0.486	1	0	1	2	1	2	1	0	1	2	1	2	2	1	0.611	0.0	0.62	0.374	0.41	0.553	0.129	0.0	0.778	0.061	0.253	0.697	0.518	0.335
HI0090.F1:HI0146.F2	0.535	1	1	1	1	2	1	1	1	1	2	1	2	1	2	0.389	0.344	0.674	1.0	0.195	0.321	0.129	0.175	0.778	0.491	0.253	0.454	0.882	0.422
HI0090.F1:HI0147.F2	0.586	1	0	1	1	2	1	1	1	1	2	3	2	2	4	0.389	0.0	1.0	1.0	0.531	0.31	0.129	0.088	0.778	0.378	0.253	0.549	0.555	0.17
HI0090.F1:HI0148.F2	0.596	1	1	1	1	2	1	2	0	2	2	2	2	2	1	0.206	1.0	1.0	1.0	0.428	0.087	0.129	0.0	0.391	0.443	0.413	0.428	0.466	0.742
HI0090.F1:HI0150.F2	0.657	1	2	1	1	2	1	1	1	2	3	2	2	1	1	0.389	0.303	1.0	1.0	0.41	0.434	0.135	1.0	0.381	0.225	0.587	0.482	1.0	0.275
HI0090.F1:HI0151.F2	0.515	2	1	1	1	1	2	0	0	1	1	1	2	2	2	0.212	0.771	1.0	1.0	0.41	0.553	0.0	0.0	0.778	0.144	0.253	0.549	0.627	0.144
HI0090.F1:HI0154.F2	0.478	1	1	1	1	1	1	1	1	0	1	1	2	2	2	0.389	0.572	1.0	1.0	0.41	0.096	0.129	0.647	0.0	0.635	0.253	0.549	0.64	0.101
HI0090.F1:HI0156.F2	0.569	1	0	2	1	3	2	1	1	3	2	3	3	2	3	0.07	0.0	0.372	1.0	0.233	0.664	0.269	0.73	0.222	0.491	0.413	0.386	0.312	0.428
HI0090.F1:HI0159.F2	0.51	1	0	1	1	1	1	2	2	1	2	1	2	2	2	0.082	0.0	1.0	0.893	0.41	0.553	0.129	0.086	0.222	0.35	0.174	0.549	0.696	0.321
HI0090.F1:HI0160.F2	0.604	0	2	2	1	1	1	1	1	3	1	2	2	1	2	0.0	0.396	0.47	1.0	0.075	1.0	0.129	0.786	0.331	0.635	0.253	0.549	1.0	0.253
HI0090.F1:HI0162.F2	0.626	0	1	1	1	1	1	1	2	1	3	1	3	1	2	0.0	1.0	1.0	0.699	0.59	0.075	0.715	0.418	0.675	0.222	0.253	0.549	1.0	0.413
HI0090.F1:HI0163.F2	0.591	1	1	1	1	2	1	2	1	1	1	2	3	3	1	0.389	0.797	1.0	0.224	0.347	0.344	0.422	0.088	0.222	0.635	0.253	0.303	0.473	1.0
HI0090.F1:HI0164.F2	0.556	1	1	1	0	2	2	2	3	2	3	2	2	2	2	0.331	1.0	0.597	0.0	0.59	0.36	0.344	0.196	0.247	0.222	0.177	0.303	0.757	0.457
HI0090.F1:HI0165.F2	0.641	1	0	1	1	3	1	2	1	2	1	3	3	2	1	0.389	0.0	1.0	1.0	0.15	0.447	0.439	0.846	0.395	0.491	0.356	0.386	0.418	0.885
HI0090.F1:HI0170.F2	0.541	1	1	1	1	2	2	1	1	2	3	2	1	3	3	0.389	1.0	0.541	0.611	0.125	0.371	0.871	0.415	0.778	0.222	0.413	0.608	0.263	0.162
HI0090.F1:HI0173.F2	0.576	1	1	1	1	1	1	1	0	1	3	2	3	3	1	0.714	0.809	0.485	0.582	0.128	0.075	0.674	0.0	0.667	0.222	0.334	0.549	0.353	0.885
HI0090.F1:HI0174.F2	0.596	1	1	1	1	1	1	1	2	2	3	1	2	2	1	0.213	0.873	1.0	1.0	0.524	0.272	0.871	0.57	0.778	0.222	0.253	0.415	0.258	0.628
HI0090.F1:HI0175.F2	0.633	2	1	1	1	2	3	1	1	1	2	3	3	2	1	0.611	1.0	0.388	1.0	0.59	0.211	0.269	1.0	0.222	0.491	0.138	0.339	0.32	0.885
HI0090.F1:HI0177.F2	0.515	1	1	2	1	1	1	3	2	2	3	3	2	1	1	0.067	1.0	0.598	1.0	0.447	0.447	0.484	0.738	0.222	0.224	0.127	0.394	0.349	0.378
HI0090.F1:HI0183.F2	0.577	1	0	2	1	1	3	1	1	2	3	3	1	2	1	0.389	0.0	0.372	0.342	0.59	0.232	0.184	0.559	0.564	0.418	0.356	0.697	0.548	0.712
HI0090.F1:HI0185.F2	0.46	1	1	1	1	1	1	2	1	2	3	1	1	2	1	0.167	0.196	0.506	1.0	0.463	0.447	0.488	0.075	0.44	0.181	0.253	0.609	0.31	0.404
HI0090.F1:HI0187.F2	0.55	1	1	1	1	2	1	2	1	2	2	3	3	2	1	0.389	1.0	0.805	0.382	0.22	0.447	0.585	0.292	0.44	0.366	0.262	0.149	0.219	0.822
HI0090.F1:HI0188.F2	0.708	1	1	1	1	1	1	1	2	2	2	2	2	1	1	0.202	0.559	0.544	0.44	0.41	0.641	0.664	0.524	0.61	0.491	0.174	0.549	1.0	1.0
HI0090.F1:HI0189.F2	0.523	0	1	1	0	1	1	2	2	1	2	2	2	1	2	0.0	1.0	1.0	0.0	0.59	0.553	0.191	0.531	0.778	0.491	0.587	0.157	0.415	0.241
HI0090.F1:HI0190.F2	0.569	1	1	0	1	2	1	2	1	1	3	2	1	2	2	0.611	0.723	0.0	1.0	0.767	0.447	0.559	0.744	0.555	0.159	0.43	0.149	0.324	0.359
HI0090.F1:HI0194.F2	0.515	2	2	2	3	2	1	2	2	2	2	2	1	2	1	0.389	0.198	0.669	0.363	0.41	0.553	0.133	0.263	0.344	0.222	0.413	0.564	0.326	0.425
HI0090.F1:HI0196.F2	0.538	1	1	1	1	1	1	2	0	1	3	2	2	2	2	0.611	0.188	1.0	1.0	0.41	0.553	0.246	0.0	0.778	0.222	0.253	0.486	0.463	0.334
